"location","age_group","forecast_date","target_end_date","horizon","type","quantile","value","disease","location.1","age_group.1","forecast_date.1","target_end_date.1","horizon.1","type.1","quantile.1","value.1","disease.1","location.2","age_group.2","forecast_date.2","target_end_date.2","horizon.2","type.2","quantile.2","value.2","disease.2","location.3","age_group.3","forecast_date.3","target_end_date.3","horizon.3","type.3","quantile.3","value.3","disease.3","location.4","age_group.4","forecast_date.4","target_end_date.4","horizon.4","type.4","quantile.4","value.4","disease.4","location.5","age_group.5","forecast_date.5","target_end_date.5","horizon.5","type.5","quantile.5","value.5","disease.5","location.6","age_group.6","forecast_date.6","target_end_date.6","horizon.6","type.6","quantile.6","value.6","disease.6","location.7","age_group.7","forecast_date.7","target_end_date.7","horizon.7","type.7","quantile.7","value.7","disease.7","location.8","age_group.8","forecast_date.8","target_end_date.8","horizon.8","type.8","quantile.8","value.8","disease.8","location.9","age_group.9","forecast_date.9","target_end_date.9","horizon.9","type.9","quantile.9","value.9","disease.9","location.10","age_group.10","forecast_date.10","target_end_date.10","horizon.10","type.10","quantile.10","value.10","disease.10","location.11","age_group.11","forecast_date.11","target_end_date.11","horizon.11","type.11","quantile.11","value.11","disease.11","location.12","age_group.12","forecast_date.12","target_end_date.12","horizon.12","type.12","quantile.12","value.12","disease.12","location.13","age_group.13","forecast_date.13","target_end_date.13","horizon.13","type.13","quantile.13","value.13","disease.13","location.14","age_group.14","forecast_date.14","target_end_date.14","horizon.14","type.14","quantile.14","value.14","disease.14","location.15","age_group.15","forecast_date.15","target_end_date.15","horizon.15","type.15","quantile.15","value.15","disease.15","location.16","age_group.16","forecast_date.16","target_end_date.16","horizon.16","type.16","quantile.16","value.16","disease.16","location.17","age_group.17","forecast_date.17","target_end_date.17","horizon.17","type.17","quantile.17","value.17","disease.17","location.18","age_group.18","forecast_date.18","target_end_date.18","horizon.18","type.18","quantile.18","value.18","disease.18","location.19","age_group.19","forecast_date.19","target_end_date.19","horizon.19","type.19","quantile.19","value.19","disease.19","location.20","age_group.20","forecast_date.20","target_end_date.20","horizon.20","type.20","quantile.20","value.20","disease.20","location.21","age_group.21","forecast_date.21","target_end_date.21","horizon.21","type.21","quantile.21","value.21","disease.21","location.22","age_group.22","forecast_date.22","target_end_date.22","horizon.22","type.22","quantile.22","value.22","disease.22","location.23","age_group.23","forecast_date.23","target_end_date.23","horizon.23","type.23","quantile.23","value.23","disease.23","location.24","age_group.24","forecast_date.24","target_end_date.24","horizon.24","type.24","quantile.24","value.24","disease.24","location.25","age_group.25","forecast_date.25","target_end_date.25","horizon.25","type.25","quantile.25","value.25","disease.25","location.26","age_group.26","forecast_date.26","target_end_date.26","horizon.26","type.26","quantile.26","value.26","disease.26"
"DE","00+","2024-10-10","2024-10-06",0,"mean",NA,0,"sari_influenza","DE","00+","2024-10-17","2024-10-13",0,"mean",NA,104,"sari_influenza","DE","00+","2024-10-24","2024-10-20",0,"mean",NA,105,"sari_influenza","DE","00+","2024-10-31","2024-10-27",0,"mean",NA,106,"sari_influenza","DE","00+","2024-11-07","2024-11-03",0,"mean",NA,210,"sari_influenza","DE","00+","2024-11-14","2024-11-10",0,"mean",NA,106,"sari_influenza","DE","00+","2024-11-21","2024-11-17",0,"mean",NA,106,"sari_influenza","DE","00+","2024-11-28","2024-11-24",0,"mean",NA,213,"sari_influenza","DE","00+","2024-12-05","2024-12-01",0,"mean",NA,319,"sari_influenza","DE","00+","2024-12-12","2024-12-08",0,"mean",NA,424,"sari_influenza","DE","00+","2024-12-19","2024-12-15",0,"mean",NA,746,"sari_influenza","DE","00+","2024-12-26","2024-12-22",0,"mean",NA,0,"sari_influenza","DE","00+","2025-01-02","2024-12-29",0,"mean",NA,0,"sari_influenza","DE","00+","2025-01-09","2025-01-05",0,"mean",NA,2567,"sari_influenza","DE","00+","2025-01-16","2025-01-12",0,"mean",NA,3764,"sari_influenza","DE","00+","2025-01-23","2025-01-19",0,"mean",NA,5234,"sari_influenza","DE","00+","2025-01-30","2025-01-26",0,"mean",NA,9244,"sari_influenza","DE","00+","2025-02-06","2025-02-02",0,"mean",NA,11806,"sari_influenza","DE","00+","2025-02-13","2025-02-09",0,"mean",NA,10964,"sari_influenza","DE","00+","2025-02-20","2025-02-16",0,"mean",NA,9134,"sari_influenza","DE","00+","2025-02-27","2025-02-23",0,"mean",NA,9484,"sari_influenza","DE","00+","2025-03-06","2025-03-02",0,"mean",NA,10019,"sari_influenza","DE","00+","2025-03-13","2025-03-09",0,"mean",NA,6099,"sari_influenza","DE","00+","2025-03-20","2025-03-16",0,"mean",NA,4671,"sari_influenza","DE","00+","2025-03-27","2025-03-23",0,"mean",NA,2827,"sari_influenza","DE","00+","2025-04-03","2025-03-30",0,"mean",NA,2323,"sari_influenza","DE","00+","2025-04-10","2025-04-06",0,"mean",NA,1613,"sari_influenza"
"DE","00+","2024-10-10","2024-10-06",0,"quantile",0.025,0,"sari_influenza","DE","00+","2024-10-17","2024-10-13",0,"quantile",0.025,92,"sari_influenza","DE","00+","2024-10-24","2024-10-20",0,"quantile",0.025,92,"sari_influenza","DE","00+","2024-10-31","2024-10-27",0,"quantile",0.025,93,"sari_influenza","DE","00+","2024-11-07","2024-11-03",0,"quantile",0.025,188,"sari_influenza","DE","00+","2024-11-14","2024-11-10",0,"quantile",0.025,93,"sari_influenza","DE","00+","2024-11-21","2024-11-17",0,"quantile",0.025,94,"sari_influenza","DE","00+","2024-11-28","2024-11-24",0,"quantile",0.025,192,"sari_influenza","DE","00+","2024-12-05","2024-12-01",0,"quantile",0.025,290,"sari_influenza","DE","00+","2024-12-12","2024-12-08",0,"quantile",0.025,387,"sari_influenza","DE","00+","2024-12-19","2024-12-15",0,"quantile",0.025,684,"sari_influenza","DE","00+","2024-12-26","2024-12-22",0,"quantile",0.025,0,"sari_influenza","DE","00+","2025-01-02","2024-12-29",0,"quantile",0.025,0,"sari_influenza","DE","00+","2025-01-09","2025-01-05",0,"quantile",0.025,2360,"sari_influenza","DE","00+","2025-01-16","2025-01-12",0,"quantile",0.025,3486,"sari_influenza","DE","00+","2025-01-23","2025-01-19",0,"quantile",0.025,4803,"sari_influenza","DE","00+","2025-01-30","2025-01-26",0,"quantile",0.025,8418,"sari_influenza","DE","00+","2025-02-06","2025-02-02",0,"quantile",0.025,10752,"sari_influenza","DE","00+","2025-02-13","2025-02-09",0,"quantile",0.025,9975,"sari_influenza","DE","00+","2025-02-20","2025-02-16",0,"quantile",0.025,8214,"sari_influenza","DE","00+","2025-02-27","2025-02-23",0,"quantile",0.025,8495,"sari_influenza","DE","00+","2025-03-06","2025-03-02",0,"quantile",0.025,8947,"sari_influenza","DE","00+","2025-03-13","2025-03-09",0,"quantile",0.025,5475,"sari_influenza","DE","00+","2025-03-20","2025-03-16",0,"quantile",0.025,4202,"sari_influenza","DE","00+","2025-03-27","2025-03-23",0,"quantile",0.025,2552,"sari_influenza","DE","00+","2025-04-03","2025-03-30",0,"quantile",0.025,2094,"sari_influenza","DE","00+","2025-04-10","2025-04-06",0,"quantile",0.025,1456,"sari_influenza"
"DE","00+","2024-10-10","2024-10-06",0,"quantile",0.1,0,"sari_influenza","DE","00+","2024-10-17","2024-10-13",0,"quantile",0.1,96,"sari_influenza","DE","00+","2024-10-24","2024-10-20",0,"quantile",0.1,96,"sari_influenza","DE","00+","2024-10-31","2024-10-27",0,"quantile",0.1,96,"sari_influenza","DE","00+","2024-11-07","2024-11-03",0,"quantile",0.1,194,"sari_influenza","DE","00+","2024-11-14","2024-11-10",0,"quantile",0.1,97,"sari_influenza","DE","00+","2024-11-21","2024-11-17",0,"quantile",0.1,97,"sari_influenza","DE","00+","2024-11-28","2024-11-24",0,"quantile",0.1,198,"sari_influenza","DE","00+","2024-12-05","2024-12-01",0,"quantile",0.1,299,"sari_influenza","DE","00+","2024-12-12","2024-12-08",0,"quantile",0.1,398,"sari_influenza","DE","00+","2024-12-19","2024-12-15",0,"quantile",0.1,702,"sari_influenza","DE","00+","2024-12-26","2024-12-22",0,"quantile",0.1,0,"sari_influenza","DE","00+","2025-01-02","2024-12-29",0,"quantile",0.1,0,"sari_influenza","DE","00+","2025-01-09","2025-01-05",0,"quantile",0.1,2422,"sari_influenza","DE","00+","2025-01-16","2025-01-12",0,"quantile",0.1,3571,"sari_influenza","DE","00+","2025-01-23","2025-01-19",0,"quantile",0.1,4933,"sari_influenza","DE","00+","2025-01-30","2025-01-26",0,"quantile",0.1,8658,"sari_influenza","DE","00+","2025-02-06","2025-02-02",0,"quantile",0.1,11057,"sari_influenza","DE","00+","2025-02-13","2025-02-09",0,"quantile",0.1,10257,"sari_influenza","DE","00+","2025-02-20","2025-02-16",0,"quantile",0.1,8460,"sari_influenza","DE","00+","2025-02-27","2025-02-23",0,"quantile",0.1,8757,"sari_influenza","DE","00+","2025-03-06","2025-03-02",0,"quantile",0.1,9230,"sari_influenza","DE","00+","2025-03-13","2025-03-09",0,"quantile",0.1,5641,"sari_influenza","DE","00+","2025-03-20","2025-03-16",0,"quantile",0.1,4328,"sari_influenza","DE","00+","2025-03-27","2025-03-23",0,"quantile",0.1,2626,"sari_influenza","DE","00+","2025-04-03","2025-03-30",0,"quantile",0.1,2155,"sari_influenza","DE","00+","2025-04-10","2025-04-06",0,"quantile",0.1,1498,"sari_influenza"
"DE","00+","2024-10-10","2024-10-06",0,"quantile",0.25,0,"sari_influenza","DE","00+","2024-10-17","2024-10-13",0,"quantile",0.25,99,"sari_influenza","DE","00+","2024-10-24","2024-10-20",0,"quantile",0.25,100,"sari_influenza","DE","00+","2024-10-31","2024-10-27",0,"quantile",0.25,100,"sari_influenza","DE","00+","2024-11-07","2024-11-03",0,"quantile",0.25,201,"sari_influenza","DE","00+","2024-11-14","2024-11-10",0,"quantile",0.25,101,"sari_influenza","DE","00+","2024-11-21","2024-11-17",0,"quantile",0.25,101,"sari_influenza","DE","00+","2024-11-28","2024-11-24",0,"quantile",0.25,204,"sari_influenza","DE","00+","2024-12-05","2024-12-01",0,"quantile",0.25,308,"sari_influenza","DE","00+","2024-12-12","2024-12-08",0,"quantile",0.25,409,"sari_influenza","DE","00+","2024-12-19","2024-12-15",0,"quantile",0.25,721,"sari_influenza","DE","00+","2024-12-26","2024-12-22",0,"quantile",0.25,0,"sari_influenza","DE","00+","2025-01-02","2024-12-29",0,"quantile",0.25,0,"sari_influenza","DE","00+","2025-01-09","2025-01-05",0,"quantile",0.25,2484,"sari_influenza","DE","00+","2025-01-16","2025-01-12",0,"quantile",0.25,3655,"sari_influenza","DE","00+","2025-01-23","2025-01-19",0,"quantile",0.25,5061,"sari_influenza","DE","00+","2025-01-30","2025-01-26",0,"quantile",0.25,8901,"sari_influenza","DE","00+","2025-02-06","2025-02-02",0,"quantile",0.25,11366,"sari_influenza","DE","00+","2025-02-13","2025-02-09",0,"quantile",0.25,10547,"sari_influenza","DE","00+","2025-02-20","2025-02-16",0,"quantile",0.25,8724,"sari_influenza","DE","00+","2025-02-27","2025-02-23",0,"quantile",0.25,9041,"sari_influenza","DE","00+","2025-03-06","2025-03-02",0,"quantile",0.25,9536,"sari_influenza","DE","00+","2025-03-13","2025-03-09",0,"quantile",0.25,5820,"sari_influenza","DE","00+","2025-03-20","2025-03-16",0,"quantile",0.25,4462,"sari_influenza","DE","00+","2025-03-27","2025-03-23",0,"quantile",0.25,2705,"sari_influenza","DE","00+","2025-04-03","2025-03-30",0,"quantile",0.25,2221,"sari_influenza","DE","00+","2025-04-10","2025-04-06",0,"quantile",0.25,1544,"sari_influenza"
"DE","00+","2024-10-10","2024-10-06",0,"quantile",0.5,0,"sari_influenza","DE","00+","2024-10-17","2024-10-13",0,"quantile",0.5,104,"sari_influenza","DE","00+","2024-10-24","2024-10-20",0,"quantile",0.5,104,"sari_influenza","DE","00+","2024-10-31","2024-10-27",0,"quantile",0.5,105,"sari_influenza","DE","00+","2024-11-07","2024-11-03",0,"quantile",0.5,209,"sari_influenza","DE","00+","2024-11-14","2024-11-10",0,"quantile",0.5,105,"sari_influenza","DE","00+","2024-11-21","2024-11-17",0,"quantile",0.5,106,"sari_influenza","DE","00+","2024-11-28","2024-11-24",0,"quantile",0.5,212,"sari_influenza","DE","00+","2024-12-05","2024-12-01",0,"quantile",0.5,318,"sari_influenza","DE","00+","2024-12-12","2024-12-08",0,"quantile",0.5,423,"sari_influenza","DE","00+","2024-12-19","2024-12-15",0,"quantile",0.5,743,"sari_influenza","DE","00+","2024-12-26","2024-12-22",0,"quantile",0.5,0,"sari_influenza","DE","00+","2025-01-02","2024-12-29",0,"quantile",0.5,0,"sari_influenza","DE","00+","2025-01-09","2025-01-05",0,"quantile",0.5,2559,"sari_influenza","DE","00+","2025-01-16","2025-01-12",0,"quantile",0.5,3755,"sari_influenza","DE","00+","2025-01-23","2025-01-19",0,"quantile",0.5,5217,"sari_influenza","DE","00+","2025-01-30","2025-01-26",0,"quantile",0.5,9204,"sari_influenza","DE","00+","2025-02-06","2025-02-02",0,"quantile",0.5,11753,"sari_influenza","DE","00+","2025-02-13","2025-02-09",0,"quantile",0.5,10911,"sari_influenza","DE","00+","2025-02-20","2025-02-16",0,"quantile",0.5,9070,"sari_influenza","DE","00+","2025-02-27","2025-02-23",0,"quantile",0.5,9413,"sari_influenza","DE","00+","2025-03-06","2025-03-02",0,"quantile",0.5,9940,"sari_influenza","DE","00+","2025-03-13","2025-03-09",0,"quantile",0.5,6055,"sari_influenza","DE","00+","2025-03-20","2025-03-16",0,"quantile",0.5,4638,"sari_influenza","DE","00+","2025-03-27","2025-03-23",0,"quantile",0.5,2809,"sari_influenza","DE","00+","2025-04-03","2025-03-30",0,"quantile",0.5,2307,"sari_influenza","DE","00+","2025-04-10","2025-04-06",0,"quantile",0.5,1603,"sari_influenza"
"DE","00+","2024-10-10","2024-10-06",0,"quantile",0.75,0,"sari_influenza","DE","00+","2024-10-17","2024-10-13",0,"quantile",0.75,109,"sari_influenza","DE","00+","2024-10-24","2024-10-20",0,"quantile",0.75,109,"sari_influenza","DE","00+","2024-10-31","2024-10-27",0,"quantile",0.75,110,"sari_influenza","DE","00+","2024-11-07","2024-11-03",0,"quantile",0.75,219,"sari_influenza","DE","00+","2024-11-14","2024-11-10",0,"quantile",0.75,110,"sari_influenza","DE","00+","2024-11-21","2024-11-17",0,"quantile",0.75,111,"sari_influenza","DE","00+","2024-11-28","2024-11-24",0,"quantile",0.75,220,"sari_influenza","DE","00+","2024-12-05","2024-12-01",0,"quantile",0.75,330,"sari_influenza","DE","00+","2024-12-12","2024-12-08",0,"quantile",0.75,438,"sari_influenza","DE","00+","2024-12-19","2024-12-15",0,"quantile",0.75,768,"sari_influenza","DE","00+","2024-12-26","2024-12-22",0,"quantile",0.75,0,"sari_influenza","DE","00+","2025-01-02","2024-12-29",0,"quantile",0.75,0,"sari_influenza","DE","00+","2025-01-09","2025-01-05",0,"quantile",0.75,2641,"sari_influenza","DE","00+","2025-01-16","2025-01-12",0,"quantile",0.75,3864,"sari_influenza","DE","00+","2025-01-23","2025-01-19",0,"quantile",0.75,5389,"sari_influenza","DE","00+","2025-01-30","2025-01-26",0,"quantile",0.75,9544,"sari_influenza","DE","00+","2025-02-06","2025-02-02",0,"quantile",0.75,12188,"sari_influenza","DE","00+","2025-02-13","2025-02-09",0,"quantile",0.75,11324,"sari_influenza","DE","00+","2025-02-20","2025-02-16",0,"quantile",0.75,9474,"sari_influenza","DE","00+","2025-02-27","2025-02-23",0,"quantile",0.75,9850,"sari_influenza","DE","00+","2025-03-06","2025-03-02",0,"quantile",0.75,10417,"sari_influenza","DE","00+","2025-03-13","2025-03-09",0,"quantile",0.75,6331,"sari_influenza","DE","00+","2025-03-20","2025-03-16",0,"quantile",0.75,4844,"sari_influenza","DE","00+","2025-03-27","2025-03-23",0,"quantile",0.75,2929,"sari_influenza","DE","00+","2025-04-03","2025-03-30",0,"quantile",0.75,2407,"sari_influenza","DE","00+","2025-04-10","2025-04-06",0,"quantile",0.75,1672,"sari_influenza"
"DE","00+","2024-10-10","2024-10-06",0,"quantile",0.9,0,"sari_influenza","DE","00+","2024-10-17","2024-10-13",0,"quantile",0.9,114,"sari_influenza","DE","00+","2024-10-24","2024-10-20",0,"quantile",0.9,115,"sari_influenza","DE","00+","2024-10-31","2024-10-27",0,"quantile",0.9,116,"sari_influenza","DE","00+","2024-11-07","2024-11-03",0,"quantile",0.9,228,"sari_influenza","DE","00+","2024-11-14","2024-11-10",0,"quantile",0.9,116,"sari_influenza","DE","00+","2024-11-21","2024-11-17",0,"quantile",0.9,116,"sari_influenza","DE","00+","2024-11-28","2024-11-24",0,"quantile",0.9,228,"sari_influenza","DE","00+","2024-12-05","2024-12-01",0,"quantile",0.9,341,"sari_influenza","DE","00+","2024-12-12","2024-12-08",0,"quantile",0.9,452,"sari_influenza","DE","00+","2024-12-19","2024-12-15",0,"quantile",0.9,792,"sari_influenza","DE","00+","2024-12-26","2024-12-22",0,"quantile",0.9,0,"sari_influenza","DE","00+","2025-01-02","2024-12-29",0,"quantile",0.9,0,"sari_influenza","DE","00+","2025-01-09","2025-01-05",0,"quantile",0.9,2721,"sari_influenza","DE","00+","2025-01-16","2025-01-12",0,"quantile",0.9,3969,"sari_influenza","DE","00+","2025-01-23","2025-01-19",0,"quantile",0.9,5558,"sari_influenza","DE","00+","2025-01-30","2025-01-26",0,"quantile",0.9,9881,"sari_influenza","DE","00+","2025-02-06","2025-02-02",0,"quantile",0.9,12621,"sari_influenza","DE","00+","2025-02-13","2025-02-09",0,"quantile",0.9,11738,"sari_influenza","DE","00+","2025-02-20","2025-02-16",0,"quantile",0.9,9892,"sari_influenza","DE","00+","2025-02-27","2025-02-23",0,"quantile",0.9,10302,"sari_influenza","DE","00+","2025-03-06","2025-03-02",0,"quantile",0.9,10910,"sari_influenza","DE","00+","2025-03-13","2025-03-09",0,"quantile",0.9,6615,"sari_influenza","DE","00+","2025-03-20","2025-03-16",0,"quantile",0.9,5055,"sari_influenza","DE","00+","2025-03-27","2025-03-23",0,"quantile",0.9,3053,"sari_influenza","DE","00+","2025-04-03","2025-03-30",0,"quantile",0.9,2511,"sari_influenza","DE","00+","2025-04-10","2025-04-06",0,"quantile",0.9,1743,"sari_influenza"
"DE","00+","2024-10-10","2024-10-06",0,"quantile",0.975,0,"sari_influenza","DE","00+","2024-10-17","2024-10-13",0,"quantile",0.975,120,"sari_influenza","DE","00+","2024-10-24","2024-10-20",0,"quantile",0.975,121,"sari_influenza","DE","00+","2024-10-31","2024-10-27",0,"quantile",0.975,122,"sari_influenza","DE","00+","2024-11-07","2024-11-03",0,"quantile",0.975,240,"sari_influenza","DE","00+","2024-11-14","2024-11-10",0,"quantile",0.975,122,"sari_influenza","DE","00+","2024-11-21","2024-11-17",0,"quantile",0.975,123,"sari_influenza","DE","00+","2024-11-28","2024-11-24",0,"quantile",0.975,238,"sari_influenza","DE","00+","2024-12-05","2024-12-01",0,"quantile",0.975,354,"sari_influenza","DE","00+","2024-12-12","2024-12-08",0,"quantile",0.975,470,"sari_influenza","DE","00+","2024-12-19","2024-12-15",0,"quantile",0.975,821,"sari_influenza","DE","00+","2024-12-26","2024-12-22",0,"quantile",0.975,0,"sari_influenza","DE","00+","2025-01-02","2024-12-29",0,"quantile",0.975,0,"sari_influenza","DE","00+","2025-01-09","2025-01-05",0,"quantile",0.975,2818,"sari_influenza","DE","00+","2025-01-16","2025-01-12",0,"quantile",0.975,4096,"sari_influenza","DE","00+","2025-01-23","2025-01-19",0,"quantile",0.975,5762,"sari_influenza","DE","00+","2025-01-30","2025-01-26",0,"quantile",0.975,10296,"sari_influenza","DE","00+","2025-02-06","2025-02-02",0,"quantile",0.975,13155,"sari_influenza","DE","00+","2025-02-13","2025-02-09",0,"quantile",0.975,12250,"sari_influenza","DE","00+","2025-02-20","2025-02-16",0,"quantile",0.975,10421,"sari_influenza","DE","00+","2025-02-27","2025-02-23",0,"quantile",0.975,10876,"sari_influenza","DE","00+","2025-03-06","2025-03-02",0,"quantile",0.975,11538,"sari_influenza","DE","00+","2025-03-13","2025-03-09",0,"quantile",0.975,6976,"sari_influenza","DE","00+","2025-03-20","2025-03-16",0,"quantile",0.975,5323,"sari_influenza","DE","00+","2025-03-27","2025-03-23",0,"quantile",0.975,3210,"sari_influenza","DE","00+","2025-04-03","2025-03-30",0,"quantile",0.975,2642,"sari_influenza","DE","00+","2025-04-10","2025-04-06",0,"quantile",0.975,1832,"sari_influenza"
"DE","00+","2024-10-10","2024-09-29",-1,"mean",NA,0,"sari_influenza","DE","00+","2024-10-17","2024-10-06",-1,"mean",NA,0,"sari_influenza","DE","00+","2024-10-24","2024-10-13",-1,"mean",NA,176,"sari_influenza","DE","00+","2024-10-31","2024-10-20",-1,"mean",NA,176,"sari_influenza","DE","00+","2024-11-07","2024-10-27",-1,"mean",NA,175,"sari_influenza","DE","00+","2024-11-14","2024-11-03",-1,"mean",NA,176,"sari_influenza","DE","00+","2024-11-21","2024-11-10",-1,"mean",NA,88,"sari_influenza","DE","00+","2024-11-28","2024-11-17",-1,"mean",NA,176,"sari_influenza","DE","00+","2024-12-05","2024-11-24",-1,"mean",NA,264,"sari_influenza","DE","00+","2024-12-12","2024-12-01",-1,"mean",NA,352,"sari_influenza","DE","00+","2024-12-19","2024-12-08",-1,"mean",NA,705,"sari_influenza","DE","00+","2024-12-26","2024-12-15",-1,"mean",NA,613,"sari_influenza","DE","00+","2025-01-02","2024-12-22",-1,"mean",NA,0,"sari_influenza","DE","00+","2025-01-09","2024-12-29",-1,"mean",NA,2426,"sari_influenza","DE","00+","2025-01-16","2025-01-05",-1,"mean",NA,3504,"sari_influenza","DE","00+","2025-01-23","2025-01-12",-1,"mean",NA,4130,"sari_influenza","DE","00+","2025-01-30","2025-01-19",-1,"mean",NA,5630,"sari_influenza","DE","00+","2025-02-06","2025-01-26",-1,"mean",NA,10231,"sari_influenza","DE","00+","2025-02-13","2025-02-02",-1,"mean",NA,12320,"sari_influenza","DE","00+","2025-02-20","2025-02-09",-1,"mean",NA,10752,"sari_influenza","DE","00+","2025-02-27","2025-02-16",-1,"mean",NA,11249,"sari_influenza","DE","00+","2025-03-06","2025-02-23",-1,"mean",NA,10991,"sari_influenza","DE","00+","2025-03-13","2025-03-02",-1,"mean",NA,10528,"sari_influenza","DE","00+","2025-03-20","2025-03-09",-1,"mean",NA,6491,"sari_influenza","DE","00+","2025-03-27","2025-03-16",-1,"mean",NA,4979,"sari_influenza","DE","00+","2025-04-03","2025-03-23",-1,"mean",NA,3202,"sari_influenza","DE","00+","2025-04-10","2025-03-30",-1,"mean",NA,2247,"sari_influenza"
"DE","00+","2024-10-10","2024-09-29",-1,"quantile",0.025,0,"sari_influenza","DE","00+","2024-10-17","2024-10-06",-1,"quantile",0.025,0,"sari_influenza","DE","00+","2024-10-24","2024-10-13",-1,"quantile",0.025,167,"sari_influenza","DE","00+","2024-10-31","2024-10-20",-1,"quantile",0.025,167,"sari_influenza","DE","00+","2024-11-07","2024-10-27",-1,"quantile",0.025,167,"sari_influenza","DE","00+","2024-11-14","2024-11-03",-1,"quantile",0.025,167,"sari_influenza","DE","00+","2024-11-21","2024-11-10",-1,"quantile",0.025,83,"sari_influenza","DE","00+","2024-11-28","2024-11-17",-1,"quantile",0.025,168,"sari_influenza","DE","00+","2024-12-05","2024-11-24",-1,"quantile",0.025,253,"sari_influenza","DE","00+","2024-12-12","2024-12-01",-1,"quantile",0.025,338,"sari_influenza","DE","00+","2024-12-19","2024-12-08",-1,"quantile",0.025,678,"sari_influenza","DE","00+","2024-12-26","2024-12-15",-1,"quantile",0.025,582,"sari_influenza","DE","00+","2025-01-02","2024-12-22",-1,"quantile",0.025,0,"sari_influenza","DE","00+","2025-01-09","2024-12-29",-1,"quantile",0.025,2309,"sari_influenza","DE","00+","2025-01-16","2025-01-05",-1,"quantile",0.025,3423,"sari_influenza","DE","00+","2025-01-23","2025-01-12",-1,"quantile",0.025,4013,"sari_influenza","DE","00+","2025-01-30","2025-01-19",-1,"quantile",0.025,5358,"sari_influenza","DE","00+","2025-02-06","2025-01-26",-1,"quantile",0.025,9710,"sari_influenza","DE","00+","2025-02-13","2025-02-02",-1,"quantile",0.025,11700,"sari_influenza","DE","00+","2025-02-20","2025-02-09",-1,"quantile",0.025,10233,"sari_influenza","DE","00+","2025-02-27","2025-02-16",-1,"quantile",0.025,10720,"sari_influenza","DE","00+","2025-03-06","2025-02-23",-1,"quantile",0.025,10470,"sari_influenza","DE","00+","2025-03-13","2025-03-02",-1,"quantile",0.025,10053,"sari_influenza","DE","00+","2025-03-20","2025-03-09",-1,"quantile",0.025,6198,"sari_influenza","DE","00+","2025-03-27","2025-03-16",-1,"quantile",0.025,4769,"sari_influenza","DE","00+","2025-04-03","2025-03-23",-1,"quantile",0.025,3093,"sari_influenza","DE","00+","2025-04-10","2025-03-30",-1,"quantile",0.025,2172,"sari_influenza"
